,name,wins,draws,losses,location,division,average_weight,average_opponent_weight,opp_points,bouts_fought,win by knockout,win by split decision,win by technical knockout,win by unanimous decision,sex,total_points
2483,Jesse Rodriguez,10.0,0.0,0.0,"USA, Texas, San Antonio",fly,110.875,111.55,12.0,10.0,2.0,0.0,4.0,4.0,male,187.51964285714286
2484,Ramon Cardenas,17.0,0.0,1.0,"USA, Texas, San Antonio",feather,124.48529411764706,124.80882352941177,9.166666666666666,18.0,3.0,1.0,6.0,7.0,male,191.71666666666667
2485,Carlos Villa,14.0,2.0,3.0,"USA, Texas, San Antonio",welter,141.10526315789474,140.16666666666666,8.68421052631579,19.0,2.0,1.0,4.0,6.0,male,141.18421052631578
2486,Benjamin Whitaker,12.0,0.0,3.0,"USA, Texas, San Antonio",welter,148.88333333333333,149.33333333333334,7.0,15.0,1.0,1.0,2.0,8.0,male,119.54545454545455
2487,Selina Barrios,6.0,0.0,1.0,"USA, Texas, San Antonio",light,135.17857142857142,135.78571428571428,12.857142857142858,7.0,3.0,0.0,0.0,2.0,female,76.23214285714286
2488,Christina Ruiz,9.0,3.0,9.0,"USA, Texas, San Antonio",feather,122.29761904761905,121.79761904761905,15.0,21.0,3.0,0.0,2.0,4.0,female,41.57142857142857
2489,Israel Ibarra Jr,4.0,0.0,0.0,"USA, Texas, San Antonio",super fly,113.55,114.0,11.25,4.0,0.0,0.0,2.0,3.0,male,51.25
2490,Xavier Wilson,11.0,1.0,1.0,"USA, Texas, San Antonio",light,135.1153846153846,134.96153846153845,13.846153846153847,13.0,0.0,1.0,1.0,8.0,male,119.7032967032967
2491,Washington Luiz Dos Santos,1.0,0.0,0.0,"USA, Texas, San Antonio",super middle,165.0,161.5,0.0,1.0,0.0,0.0,0.0,0.0,male,10.0
2492,Steven Ramos,4.0,0.0,1.0,"USA, Texas, San Antonio",super middle,160.15,159.15,9.0,5.0,0.0,0.0,2.0,1.0,male,39.0
2493,Daniel Baiz,13.0,0.0,2.0,"USA, Texas, San Antonio",super welter,152.45,154.61666666666667,9.0,15.0,0.0,0.0,3.0,8.0,male,120.6923076923077
2494,Leopoldo Martinez,7.0,1.0,2.0,"USA, Texas, San Antonio",super bantam,,,0.0,10.0,,,,,male,55.0
2495,Christian Santibanez,5.0,1.0,7.0,"USA, Texas, San Antonio",light,136.31666666666666,135.96666666666667,4.615384615384615,13.0,1.0,0.0,3.0,2.0,male,-9.527472527472527
2496,Richard Medina,5.0,0.0,0.0,"USA, Texas, San Antonio",super feather,127.1,127.35,9.0,5.0,2.0,0.0,1.0,1.0,male,59.0
2497,Felipe Castaneda,10.0,2.0,5.0,"USA, Texas, San Antonio",super bantam,115.1470588235294,115.17647058823529,9.705882352941176,17.0,1.0,0.0,3.0,6.0,male,69.70588235294117
2498,Jairo Castaneda,10.0,0.0,2.0,"USA, Texas, San Antonio",welter,144.72916666666666,145.33333333333334,2.5,12.0,2.0,0.0,1.0,7.0,male,91.25
2499,Iranda Paola Torres,12.0,1.0,4.0,"USA, Texas, San Antonio",feather,129.4558823529412,128.76470588235293,13.235294117647058,17.0,0.0,2.0,3.0,5.0,female,102.02100840336135
2500,Henry Arredondo,7.0,0.0,0.0,"USA, Texas, San Antonio",super feather,126.65625,126.8125,12.857142857142858,7.0,3.0,1.0,1.0,3.0,male,88.85714285714286
2501,Ignacio Holguin,6.0,1.0,2.0,"USA, Texas, San Antonio",feather,127.13888888888889,126.80555555555556,6.666666666666667,9.0,0.0,1.0,4.0,0.0,male,51.666666666666664
2502,Tyrrell Anthony Herndon,13.0,0.0,4.0,"USA, Texas, San Antonio",heavy,235.34375,242.40625,3.5294117647058822,17.0,3.0,0.0,5.0,3.0,male,93.52941176470588
2503,Luis Villarreal,4.0,1.0,1.0,"USA, Texas, San Antonio",middle,162.41666666666666,163.5,2.5,6.0,1.0,0.0,1.0,2.0,male,107.5
2504,Raymond Guajardo,4.0,0.0,0.0,"USA, Texas, San Antonio",super welter,155.75,153.5625,0.0,4.0,2.0,0.0,1.0,1.0,male,40.0
2505,Brittany Ordonez,2.0,1.0,3.0,"USA, Texas, San Antonio",feather,123.33333333333333,124.54166666666667,25.0,6.0,0.0,0.0,1.0,0.0,female,20.0
2506,Dagoberto Nevarez,7.0,0.0,0.0,"USA, Texas, San Antonio",super middle,162.53571428571428,161.14285714285714,2.142857142857143,7.0,0.0,1.0,3.0,2.0,male,72.14285714285714
2507,John Dunson,2.0,0.0,0.0,"USA, Texas, San Antonio",middle,159.75,159.25,7.5,2.0,1.0,0.0,0.0,0.0,male,27.5
2508,Daniel Arriaga,2.0,2.0,3.0,"USA, Texas, San Antonio",super light,137.0625,136.625,4.285714285714286,7.0,1.0,0.0,1.0,0.0,male,4.285714285714286
2509,Raul Molina,2.0,0.0,0.0,"USA, Texas, San Antonio",unknown,150.0,152.5,7.5,2.0,0.0,0.0,1.0,1.0,male,27.5
2510,Vaughn Parham,4.0,0.0,1.0,"USA, Texas, San Antonio",heavy,267.8,235.5,3.0,5.0,0.0,0.0,3.0,0.0,male,33.0
2511,Nicholas Calamaco,1.0,0.0,6.0,"USA, Texas, San Antonio",cruiser,168.64285714285714,170.78571428571428,0.0,7.0,0.0,0.0,1.0,0.0,male,-50.0
2512,Matthew Jones,1.0,0.0,0.0,"USA, Texas, San Antonio",heavy,213.125,235.5,15.0,1.0,0.0,0.0,0.0,1.0,male,25.0
2513,Frank Boston,0.0,0.0,1.0,"USA, Texas, San Antonio",super feather,130.0,130.0,15.0,1.0,0.0,0.0,0.0,0.0,male,5.0
2514,Parker Reid,1.0,0.0,1.0,"USA, Texas, San Antonio",light,136.625,136.25,7.5,2.0,0.0,0.0,0.0,1.0,male,7.5
2515,David Ricardo Perez,1.0,1.0,17.0,"USA, Texas, San Antonio",middle,148.5625,150.1625,3.9473684210526314,19.0,0.0,0.0,0.0,1.0,male,-151.05263157894737
2516,Daniel Sanchez,0.0,0.0,22.0,"USA, Texas, San Antonio",light,132.95454545454547,133.54545454545453,2.727272727272727,22.0,0.0,0.0,0.0,0.0,male,-217.27272727272728
2517,Eric Butler,0.0,1.0,6.0,"USA, Texas, San Antonio",welter,147.78571428571428,147.07142857142858,0.0,7.0,0.0,0.0,0.0,0.0,male,-55.0
2518,Daniel Owens,0.0,0.0,3.0,"USA, Texas, San Antonio",cruiser,181.33333333333334,176.16666666666666,5.0,3.0,0.0,0.0,0.0,0.0,male,-25.0
2519,Marcus McPeters,0.0,0.0,2.0,"USA, Texas, San Antonio",welter,146.375,147.875,0.0,2.0,0.0,0.0,0.0,0.0,male,-20.0
2520,Jacob Landin,0.0,0.0,3.0,"USA, Texas, San Antonio",super middle,162.58333333333334,161.66666666666666,0.0,3.0,0.0,0.0,0.0,0.0,male,-30.0
2521,Nina Gallegos,0.0,0.0,4.0,"USA, Texas, San Antonio",super light,139.0625,140.75,3.75,4.0,0.0,0.0,0.0,0.0,female,-36.25
2522,Keith Miles,0.0,0.0,2.0,"USA, Texas, San Antonio",middle,158.875,163.0,0.0,2.0,0.0,0.0,0.0,0.0,male,-20.0
2523,Joshua Romero,0.0,0.0,1.0,"USA, Texas, San Antonio",heavy,220.0,200.25,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
2524,Mauro Anacleto Rodriguez,0.0,0.0,1.0,"USA, Texas, San Antonio",bantam,118.0,116.0,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
2525,Esteban Lopez,0.0,0.0,2.0,"USA, Texas, San Antonio",light,131.625,132.125,0.0,2.0,0.0,0.0,0.0,0.0,male,-20.0
2526,Sean William Cerveny,0.0,0.0,2.0,"USA, Texas, San Antonio",welter,144.375,143.375,7.5,2.0,0.0,0.0,0.0,0.0,male,-12.5
2527,Aaron Johnson,0.0,0.0,1.0,"USA, Texas, San Antonio",heavy,238.0,204.0,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
2528,Richard Medina,1.0,1.0,0.0,"USA, Texas, Von-Ormy",super light,138.91666666666666,139.58333333333334,0.0,2.0,1.0,0.0,0.0,0.0,male,16.0
2529,Joe Sambrano,4.0,1.0,11.0,"USA, Texas, Pleasanton",super light,142.97058823529412,142.7058823529412,4.6875,16.0,1.0,1.0,1.0,1.0,male,-60.3125
2530,Matthew Glover,1.0,0.0,3.0,"USA, Texas, Kerrville",heavy,293.25,234.875,0.0,4.0,0.0,0.0,0.0,0.0,male,-20.0
2531,Jacob Fox,3.0,0.0,9.0,"USA, North Dakota, Fort Yates",super middle,145.6818181818182,146.16666666666666,3.75,12.0,1.0,0.0,1.0,1.0,male,-56.25
2532,Katie Newholy,0.0,0.0,2.0,"USA, North Dakota, Fort Yates",light,130.0,136.5,0.0,2.0,0.0,0.0,0.0,0.0,female,-20.0
2533,Oscar Cantu,16.0,0.0,2.0,"USA, Texas, Kingsville",bantam,,,0.0,18.0,,,,,male,140.0
2534,Alberto Navarro,5.0,3.0,18.0,"USA, Texas, Kingsville",light,135.0096153846154,135.8653846153846,2.3076923076923075,26.0,2.0,0.0,0.0,3.0,male,-102.6923076923077
2535,Abraham Flores,3.0,0.0,1.0,"USA, Texas",super bantam,123.5,125.3125,0.0,4.0,0.0,0.0,2.0,1.0,male,20.0
2536,Christian Robles,4.0,0.0,0.0,"USA, Texas",super fly,112.375,112.8125,0.0,4.0,1.0,0.0,0.0,3.0,male,40.0
2537,Isaac Sifuentez,0.0,0.0,4.0,"USA, Texas",middle,160.16666666666666,159.5,0.0,4.0,0.0,0.0,0.0,0.0,male,-40.0
2538,Jorge Garcia,5.0,1.0,17.0,"USA, Texas, Alice",cruiser,,,0.0,23.0,,,,,male,-115.0
2539,Justin Likeness,1.0,2.0,2.0,"USA, North Dakota",super welter,151.95,150.95,9.0,5.0,0.0,1.0,0.0,0.0,male,9.0
2540,Tomi Archambault,1.0,0.0,12.0,"USA, North Dakota, Bismarck",light,131.125,130.16071428571428,3.4615384615384617,13.0,0.0,0.0,0.0,0.0,male,-106.53846153846153
2541,Rudy Montenegro,4.0,1.0,0.0,"USA, Texas, Amarillo",welter,140.35,141.5,15.0,5.0,0.0,0.0,1.0,3.0,male,60.0
2542,Abel Navarrete Jr,6.0,0.0,0.0,"USA, Texas, Amarillo",super feather,131.125,132.04166666666666,7.5,6.0,1.0,0.0,4.0,2.0,male,73.16666666666667
2543,Adam Ochoa,4.0,1.0,2.0,"USA, Texas, Amarillo",super bantam,120.10714285714286,121.82142857142857,6.428571428571429,7.0,1.0,0.0,1.0,1.0,male,31.42857142857143
2544,John King,2.0,0.0,0.0,"USA, Texas, Amarillo",heavy,213.625,205.625,0.0,2.0,0.0,0.0,0.0,0.0,male,20.0
2545,Mobley Villegas,2.0,0.0,1.0,"USA, Texas, Amarillo",feather,125.08333333333333,123.08333333333333,0.0,3.0,0.0,0.0,2.0,0.0,male,10.0
2546,Darius Battles,1.0,0.0,0.0,"USA, Texas, Amarillo",unknown,173.75,168.5,0.0,1.0,0.0,0.0,0.0,0.0,male,10.0
2547,Martin Sollano,1.0,0.0,0.0,"USA, Texas, Amarillo",middle,159.75,158.25,0.0,1.0,0.0,0.0,0.0,0.0,male,10.0
2548,Benjamin Vasquez,3.0,2.0,6.0,"USA, Texas, Amarillo",super welter,141.6818181818182,141.0681818181818,9.545454545454545,11.0,2.0,0.0,1.0,0.0,male,-10.454545454545455
2549,Tim Ruiz,1.0,0.0,2.0,"USA, Texas, Amarillo",welter,142.75,144.41666666666666,0.0,3.0,0.0,0.0,1.0,0.0,male,-10.0
2550,Isreal Rodriguez,0.0,0.0,0.0,"USA, Texas, Amarillo",super light,145.0,143.0,,0.0,0.0,0.0,0.0,0.0,male,
2551,Eloy Valverde,0.0,0.0,2.0,"USA, Texas, Amarillo",super welter,159.25,160.875,0.0,2.0,0.0,0.0,0.0,0.0,male,-20.0
2552,Tiffany Martin,0.0,0.0,1.0,"USA, Texas, Amarillo",super feather,130.75,133.5,0.0,1.0,0.0,0.0,0.0,0.0,female,-10.0
2553,Eric Lunsford,0.0,0.0,1.0,"USA, Texas, Plainview",heavy,278.125,256.375,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
2554,Leonardo Mendez,0.0,0.0,2.0,"USA, Texas, Petersburg",super welter,143.0,144.75,0.0,2.0,0.0,0.0,0.0,0.0,male,-20.0
2555,Dylan Nicholson,2.0,0.0,1.0,"USA, Texas, Lubbock",middle,158.75,157.75,0.0,3.0,0.0,0.0,0.0,0.0,male,10.0
2556,Raphael Murphy,14.0,0.0,1.0,"USA, Texas, Harlingen",cruiser,204.78333333333333,222.7,14.0,15.0,2.0,0.0,5.0,3.0,male,144.0
2557,Miguel Morales,2.0,0.0,14.0,"USA, Texas, Brownsville",super welter,156.4375,156.578125,2.8125,16.0,0.0,0.0,1.0,1.0,male,-117.1875
2558,Juan Tapia,9.0,0.0,3.0,"USA, Texas, Brownsville",feather,123.89583333333333,123.9375,7.5,12.0,0.0,0.0,3.0,6.0,male,67.5
2559,Roberto Almazan,9.0,0.0,13.0,"USA, Texas, Brownsville",super light,136.81944444444446,136.93055555555554,5.454545454545454,22.0,2.0,0.0,1.0,5.0,male,-34.54545454545455
2560,Omar Juarez,5.0,0.0,0.0,"USA, Texas, Brownsville",super light,140.55,140.8,15.0,5.0,1.0,0.0,2.0,2.0,male,70.66666666666667
2561,Annette Pabello,3.0,0.0,4.0,"USA, Texas, Brownsville",super light,136.6875,137.125,6.428571428571429,7.0,0.0,0.0,1.0,2.0,female,-3.571428571428571
2562,Abraham Velasquez,3.0,0.0,0.0,"USA, Texas, Brownsville",super welter,150.91666666666666,152.58333333333334,0.0,3.0,0.0,0.0,0.0,2.0,male,30.0
2563,Rolando Soto,1.0,0.0,0.0,"USA, Texas, Brownsville",heavy,230.5,229.25,0.0,1.0,0.0,0.0,0.0,0.0,male,10.0
2564,Gilberto Cancino,2.0,0.0,11.0,"USA, Texas, Brownsville",super light,126.14285714285714,126.85714285714286,6.923076923076923,13.0,0.0,1.0,0.0,0.0,male,-83.07692307692308
2565,Ramiro Garcia,0.0,1.0,6.0,"USA, Texas, Brownsville",cruiser,173.46428571428572,174.14285714285714,2.142857142857143,7.0,0.0,0.0,0.0,0.0,male,-52.857142857142854
2566,Askary Ibarra,0.0,0.0,4.0,"USA, Texas, Brownsville",light heavy,167.875,167.25,0.0,4.0,0.0,0.0,0.0,0.0,male,-40.0
2567,Leonardo Pena,0.0,0.0,3.0,"USA, Texas, Brownsville",welter,139.25,140.75,0.0,3.0,0.0,0.0,0.0,0.0,male,-30.0
2568,Roldan Abundis,0.0,0.0,1.0,"USA, Texas, Brownsville",cruiser,17.0,178.0,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
2569,Christopher Carrillo Amaro,0.0,0.0,3.0,"USA, Texas, Brownsville",super bantam,121.5,123.16666666666667,5.0,3.0,0.0,0.0,0.0,0.0,male,-25.0
2570,Emilio Quiroz,0.0,1.0,0.0,"USA, Texas, Brownsville",super light,136.75,134.5,0.0,1.0,0.0,0.0,0.0,0.0,male,5.0
2571,Omar Acosta,1.0,0.0,6.0,"USA, Texas, Hereford",heavy,209.0,239.55,4.285714285714286,7.0,0.0,0.0,1.0,0.0,male,-45.714285714285715
2572,Kara Wiggins,1.0,0.0,1.0,"USA, Nebraska, Bridgeport",super welter,156.5,148.0,0.0,2.0,0.0,0.0,0.0,0.0,female,0.0
2573,Gabriel Ayala,4.0,0.0,2.0,"USA, Texas, Mercedes",super welter,154.04166666666666,153.83333333333334,0.0,6.0,1.0,0.0,3.0,0.0,male,20.0
2574,Samuel Ricardo Castaneda,0.0,0.0,0.0,"USA, Texas, Mercedes",super light,140.25,138.25,,0.0,0.0,0.0,0.0,0.0,male,
2575,Brandon Figueroa,20.0,0.0,0.0,"USA, Texas, Weslaco",super bantam,,,0.0,20.0,,,,,male,200.0
2576,Omar Figueroa Jr,28.0,1.0,1.0,"USA, Texas, Weslaco",welter,137.875,,0.0,30.0,0.0,0.0,0.0,0.0,male,275.0
2577,Roberto Garcia,42.0,0.0,4.0,"USA, Texas, Weslaco",middle,152.05128205128204,,0.0,46.0,0.0,0.0,0.0,0.0,male,380.0
2578,Eric Molina,27.0,0.0,5.0,"USA, Texas, Weslaco",heavy,,,0.0,32.0,,,,,male,220.0
2579,Alexis Gaytan,6.0,0.0,5.0,"USA, Texas, Weslaco",middle,157.5681818181818,157.0,4.090909090909091,11.0,0.0,2.0,2.0,2.0,male,90.7409090909091
2580,Cesar Cantu,3.0,0.0,0.0,"USA, Texas, Weslaco",super feather,127.83333333333333,127.58333333333333,0.0,3.0,0.0,0.0,1.0,2.0,male,30.0
2581,Pablo Raul Rodriguez Jr,1.0,0.0,0.0,"USA, Texas, Weslaco",super middle,168.0,170.0,0.0,1.0,0.0,0.0,0.0,1.0,male,10.0
2582,Jeremiah De Los Santos,0.0,0.0,4.0,"USA, Texas, Weslaco",welter,142.3125,144.3125,3.75,4.0,0.0,0.0,0.0,0.0,male,-36.25
2583,Jose Garcia,1.0,0.0,1.0,"USA, Texas, Donna",bantam,112.5,110.625,7.5,2.0,1.0,0.0,0.0,0.0,male,7.5
2584,Raul Casarez,22.0,0.0,10.0,"USA, Texas, Edinburg",super middle,156.58064516129033,157.15833333333333,9.84375,32.0,4.0,4.0,5.0,6.0,male,129.84375
2585,Nelson Hampton,7.0,0.0,2.0,"USA, Texas, Edinburg",light,136.27777777777777,136.27777777777777,3.3333333333333335,9.0,2.0,0.0,2.0,2.0,male,72.64583333333334
2586,Jose Barron,1.0,0.0,0.0,"USA, Texas, Edinburg",super light,138.0,136.5,0.0,1.0,0.0,0.0,0.0,0.0,male,10.0
2587,Richard Flores,4.0,0.0,19.0,"USA, Nebraska, Bayard",welter,131.76315789473685,133.18421052631578,5.217391304347826,23.0,0.0,0.0,3.0,0.0,male,-144.7826086956522
2588,Omar Castillo,5.0,0.0,2.0,"USA, Texas, San Juan",super feather,132.75,134.71428571428572,0.0,7.0,0.0,0.0,2.0,2.0,male,40.66666666666667
2589,Randy Fuentes,9.0,1.0,9.0,"USA, Texas, McAllen",super middle,150.77631578947367,151.05263157894737,3.9473684210526314,19.0,0.0,2.0,2.0,4.0,male,44.34736842105263
2590,Angel Hernandez,16.0,2.0,14.0,"USA, Texas, McAllen",welter,136.15625,136.015625,6.5625,32.0,3.0,0.0,6.0,6.0,male,67.1125
2591,Juan Guajardo,5.0,1.0,6.0,"USA, Texas, McAllen",heavy,221.29166666666666,242.02083333333334,8.75,12.0,1.0,1.0,1.0,2.0,male,3.75
2592,Enrique Alvarez,8.0,0.0,0.0,"USA, Texas, McAllen",super welter,149.90625,150.46875,0.0,8.0,1.0,0.0,4.0,3.0,male,80.0
2593,Gelacio Cruz,2.0,2.0,6.0,"USA, Texas, McAllen",super bantam,124.275,126.075,4.5,10.0,0.0,0.0,1.0,1.0,male,-25.5
2594,Gino De la Paz,2.0,1.0,3.0,"USA, Texas, McAllen",super light,134.33333333333334,133.125,2.5,6.0,0.0,0.0,1.0,1.0,male,-2.5
2595,Brandon Lobato,3.0,1.0,3.0,"USA, Texas, McAllen",fly,114.25,113.10714285714286,4.285714285714286,7.0,0.0,0.0,0.0,2.0,male,9.285714285714285
2596,Ricardo Palacios,3.0,1.0,0.0,"USA, Texas, McAllen",welter,143.8125,142.5625,3.75,4.0,0.0,0.0,0.0,3.0,male,38.75
2597,Ricardo Mena,2.0,0.0,4.0,"USA, Texas, McAllen",super fly,116.41666666666667,116.08333333333333,0.0,6.0,0.0,0.0,0.0,1.0,male,-20.0
2598,Austin Rivas,0.0,0.0,6.0,"USA, Texas, McAllen",super fly,113.66666666666667,114.16666666666667,0.0,6.0,0.0,0.0,0.0,0.0,male,-60.0
2599,Juan Alberto Flores,2.0,1.0,0.0,"USA, Texas, Alton",bantam,114.5,116.08333333333333,0.0,3.0,0.0,0.0,0.0,2.0,male,26.5
2600,Antonio Lovett,0.0,0.0,1.0,"USA, North Dakota, Minot",super light,139.25,139.25,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
2601,Willie Johnican,0.0,0.0,1.0,"USA, North Dakota, Minot",unknown,161.0,158.0,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
2602,Eduardo Garza,14.0,1.0,2.0,"USA, Texas, Mission",super feather,131.1764705882353,132.25,3.5294117647058822,17.0,4.0,0.0,2.0,7.0,male,133.46691176470588
2603,Dimas De leon,9.0,0.0,0.0,"USA, Texas, Mission",super bantam,119.34375,118.9375,8.333333333333334,9.0,5.0,0.0,2.0,2.0,male,98.33333333333333
2604,Isaac Torres,8.0,1.0,1.0,"USA, Texas, Mission",super bantam,124.025,123.225,4.5,10.0,2.0,0.0,1.0,4.0,male,81.57142857142857
2605,Arturo Herrera,9.0,1.0,32.0,"USA, Texas, Mission",super welter,133.7265625,134.0703125,5.714285714285714,42.0,1.0,0.0,4.0,4.0,male,-219.28571428571428
2606,Jaime Barrientos,1.0,0.0,2.0,"USA, Texas, Mission",super welter,162.75,161.33333333333334,0.0,3.0,0.0,0.0,0.0,1.0,male,-10.0
2607,Hector Gutierrez,2.0,0.0,15.0,"USA, Texas, Mission",super bantam,123.73529411764706,123.69117647058823,2.6470588235294117,17.0,0.0,0.0,0.0,2.0,male,-127.3529411764706
2608,Alexis Nino,1.0,0.0,0.0,"USA, Texas, Hidalgo",light,134.5,134.375,0.0,1.0,0.0,0.0,0.0,1.0,male,10.0
2609,Ryan Soft,4.0,1.0,9.0,"USA, South Dakota, Rapid City",cruiser,163.76666666666668,164.81666666666666,2.142857142857143,14.0,0.0,1.0,1.0,2.0,male,-12.857142857142854
2610,Maurice Elk,1.0,0.0,3.0,"USA, South Dakota, Rapid City",light heavy,172.5,170.375,0.0,4.0,0.0,0.0,0.0,0.0,male,-20.0
2611,Jorge David Castaneda,13.0,0.0,1.0,"USA, Texas, Laredo",super feather,,,0.0,14.0,,,,,male,120.0
2612,Jose Cardenas,5.0,0.0,1.0,"USA, Texas, Laredo",light,134.41666666666666,133.79166666666666,2.5,6.0,2.0,0.0,1.0,1.0,male,42.5
2613,Victor Rosas,10.0,0.0,10.0,"USA, Texas, Laredo",light,134.525,134.5875,3.75,20.0,1.0,1.0,2.0,3.0,male,34.3
2614,Rafeal Morales,3.0,0.0,0.0,"USA, Texas, Laredo",super bantam,125.4375,126.625,0.0,3.0,0.0,1.0,1.0,0.0,male,30.0
2615,Cesar Garcia Torrijos,11.0,0.0,1.0,"USA, Texas, Laredo",light fly,108.1,108.7,6.25,12.0,3.0,0.0,1.0,6.0,male,106.25
2616,Joshua Juarez,9.0,0.0,0.0,"USA, Texas, Laredo",light heavy,177.16666666666666,175.41666666666666,3.3333333333333335,9.0,0.0,1.0,4.0,4.0,male,118.39583333333333
2617,Edgar Cantu,7.0,2.0,6.0,"USA, Texas, Laredo",feather,126.9,126.45,4.0,15.0,0.0,0.0,1.0,6.0,male,37.5
2618,Jorge Ramos,7.0,1.0,1.0,"USA, Texas, Laredo",feather,,,0.0,9.0,,,,,male,65.0
2619,Cristina Fuentes,9.0,7.0,12.0,"USA, Texas, Laredo",super feather,116.22413793103448,115.77586206896552,13.928571428571429,28.0,0.0,1.0,1.0,5.0,female,22.92857142857143
2620,Cesar Castro,2.0,0.0,3.0,"USA, Texas, Laredo",super bantam,125.25,125.5,0.0,5.0,1.0,1.0,0.0,0.0,male,-10.0
2621,Nicholas Molina,2.0,0.0,0.0,"USA, Texas, Laredo",super welter,150.125,150.25,0.0,2.0,0.0,0.0,1.0,0.0,male,20.0
2622,Mario Jaramillo,1.0,0.0,2.0,"USA, Texas, Laredo",light,133.91666666666666,133.33333333333334,5.0,3.0,0.0,0.0,0.0,1.0,male,-5.0
2623,Jose Alfredo Martinez,4.0,0.0,0.0,"USA, Texas, Laredo",super bantam,117.5,117.25,0.0,4.0,0.0,0.0,0.0,3.0,male,40.0
2624,Fabian Alaniz,2.0,0.0,1.0,"USA, Texas, Laredo",super light,135.875,136.0625,0.0,3.0,0.0,1.0,0.0,1.0,male,10.0
2625,Hector Ferreyro Jr,3.0,0.0,0.0,"USA, Texas, Laredo",light heavy,174.08333333333334,176.16666666666666,0.0,3.0,1.0,0.0,0.0,1.0,male,30.0
2626,Alex Ramos,2.0,0.0,0.0,"USA, Texas, Laredo",super bantam,122.625,121.0,0.0,2.0,0.0,0.0,0.0,2.0,male,20.0
2627,Carlos Alcocer,2.0,0.0,2.0,"USA, Texas, Laredo",bantam,116.25,116.625,0.0,4.0,0.0,0.0,0.0,0.0,male,0.0
2628,Juan Bryand,1.0,1.0,10.0,"USA, Texas, Laredo",feather,127.0625,127.0,5.0,12.0,0.0,0.0,0.0,1.0,male,-80.0
2629,Oscar Barrera,0.0,1.0,0.0,"USA, Texas, Laredo",super feather,120.25,120.75,0.0,1.0,0.0,0.0,0.0,0.0,male,5.0
2630,Larizza Martinez,1.0,0.0,2.0,"USA, Texas, Laredo",welter,144.83333333333334,144.5,0.0,3.0,0.0,0.0,0.0,1.0,female,-10.0
2631,Reymundo Torres,0.0,0.0,5.0,"USA, Texas, Laredo",fly,113.05,113.35,0.0,5.0,0.0,0.0,0.0,0.0,male,-50.0
2632,Juan Iruegas,0.0,0.0,1.0,"USA, Texas, Laredo",light heavy,174.5,174.25,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
2633,Steve Marquez,17.0,2.0,20.0,"USA, Colorado, Fort Morgan",middle,148.26875,147.99375,10.0,39.0,1.0,0.0,9.0,6.0,male,66.29411764705883
2634,Ernie Marquez,10.0,2.0,14.0,"USA, Colorado, Fort Morgan",super fly,115.92592592592592,116.3076923076923,6.923076923076923,26.0,2.0,0.0,1.0,6.0,male,-23.076923076923077
2635,Nicholas Tipton,2.0,0.0,1.0,"USA, Texas, Midland",heavy,251.5,233.0,0.0,3.0,1.0,0.0,0.0,0.0,male,10.0
2636,James Land,1.0,1.0,0.0,"USA, Texas, Midland",unknown,166.5,168.5,0.0,2.0,0.0,0.0,1.0,0.0,male,15.0
2637,Michael Sanchez,2.0,0.0,4.0,"USA, Texas, Midland",cruiser,176.55,178.45,10.0,6.0,0.0,0.0,2.0,0.0,male,-10.0
2638,Larry Sanchez Jr,0.0,0.0,3.0,"USA, Texas, Midland",super welter,154.25,155.58333333333334,0.0,3.0,0.0,0.0,0.0,0.0,male,-30.0
2639,Mark Sanchez,0.0,0.0,3.0,"USA, Texas, Midland",cruiser,197.375,211.375,0.0,3.0,0.0,0.0,0.0,0.0,male,-30.0
2640,Bryan Butler,0.0,0.0,1.0,"USA, Texas, Midland",heavy,201.25,203.25,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
2641,John Rendon,0.0,0.0,1.0,"USA, Texas, Midland",unknown,168.5,173.75,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
2642,Ricardo Canales,0.0,0.0,0.0,"USA, Texas, Midland",welter,143.0,145.0,,0.0,0.0,0.0,0.0,0.0,male,
2643,Lionel Jimenez,5.0,1.0,28.0,"USA, Texas, Eagle Pass",super middle,151.7651515151515,150.18939393939394,11.470588235294118,34.0,0.0,1.0,4.0,0.0,male,-213.52941176470588
2644,Hector Coronado,3.0,0.0,0.0,"USA, Texas, Del Rio",welter,148.83333333333334,150.16666666666666,15.0,3.0,0.0,0.0,2.0,1.0,male,45.0
2645,Marco Castro,2.0,0.0,1.0,"USA, Texas, Del Rio",light,137.25,135.83333333333334,0.0,3.0,0.0,0.0,1.0,0.0,male,18.5
2646,David Frank Garcia,0.0,0.0,1.0,"USA, Texas, Roma",light,133.5,137.75,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
2647,Rafael Reyes,18.0,0.0,9.0,"USA, New Mexico, Clovis",feather,122.44047619047619,123.2159090909091,8.333333333333334,27.0,9.0,0.0,5.0,3.0,male,130.33333333333331
