,name,wins,draws,losses,location,division,average_weight,average_opponent_weight,opp_points,bouts_fought,win by knockout,win by split decision,win by technical knockout,win by unanimous decision,sex,total_points
587,Quaseem Carter,2.0,0.0,0.0,"USA, New Jersey, Orange",super middle,162.5,162.625,0.0,2.0,2.0,0.0,0.0,0.0,male,20.0
588,Jermin King,1.0,1.0,12.0,"USA, New York, Brooklyn",super middle,171.0,168.125,11.785714285714286,14.0,0.0,0.0,0.0,1.0,male,-93.21428571428571
589,Harrison Barba,3.0,0.0,1.0,"USA, New York, Brooklyn",feather,127.8125,128.5,0.0,4.0,0.0,0.0,2.0,1.0,male,20.0
590,Saul de los Santos,0.0,1.0,0.0,"USA, New York, Brooklyn",light,140.0,142.75,15.0,1.0,0.0,0.0,0.0,0.0,male,20.0
591,Raymond Wilburg,1.0,0.0,0.0,"USA, New York, Brooklyn",welter,148.0,149.5,0.0,1.0,0.0,0.0,0.0,0.0,male,10.0
592,Laquan Lewis,2.0,0.0,11.0,"USA, New York, Brooklyn",welter,140.23214285714286,140.35714285714286,3.4615384615384617,13.0,1.0,0.0,1.0,0.0,male,-86.53846153846153
593,Freddy Jaramillo,1.0,0.0,1.0,"USA, New York, Brooklyn",feather,126.5,127.625,0.0,2.0,0.0,0.0,0.0,1.0,male,0.0
594,Hossam Abdeldayem,1.0,0.0,0.0,"USA, New York, Brooklyn",super middle,159.75,158.5,0.0,1.0,0.0,1.0,0.0,0.0,male,10.0
595,Rafael Morel,0.0,0.0,4.0,"USA, New York, Brooklyn",feather,130.1875,133.4375,0.0,4.0,0.0,0.0,0.0,0.0,male,-40.0
596,Joseph Williams,13.0,0.0,0.0,"USA, New York, Far Rockaway, Queens",cruiser,181.6346153846154,,0.0,13.0,0.0,0.0,0.0,0.0,male,130.0
597,Robert Terry,4.0,0.0,0.0,"USA, New Jersey, Jersey City",middle,155.83333333333334,157.3125,26.25,4.0,0.0,0.0,0.0,4.0,male,66.25
598,Andrew Bentley,5.0,0.0,4.0,"USA, New Jersey, Jersey City",super feather,129.83333333333334,130.22222222222223,8.333333333333334,9.0,0.0,0.0,1.0,2.0,male,41.54545454545455
599,Nicoy Clarke,2.0,0.0,5.0,"USA, New Jersey, Jersey City",heavy,207.32142857142858,224.39285714285714,6.428571428571429,7.0,0.0,0.0,0.0,1.0,male,-23.57142857142857
600,Jordan Rosario,3.0,0.0,10.0,"USA, New Jersey, Jersey City",super welter,150.23076923076923,151.96153846153845,4.615384615384615,13.0,0.0,1.0,0.0,2.0,male,-65.38461538461539
601,George Gethers,0.0,0.0,1.0,"USA, New Jersey, Jersey City",super light,141.0,148.0,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
602,Sean Monaghan,29.0,0.0,3.0,"USA, New York, Long Beach",light heavy,174.8515625,,0.0,32.0,0.0,0.0,0.0,0.0,male,260.0
603,Vito Mielnicki Jr,2.0,0.0,0.0,"USA, New Jersey, Roseland",welter,146.0,141.875,0.0,2.0,2.0,0.0,0.0,0.0,male,20.0
604,Anthony Williams,4.0,1.0,9.0,"USA, West Virginia, Whitesville",heavy,,,0.0,14.0,,,,,male,-45.0
605,Joe Smith Jr,24.0,0.0,3.0,"USA, New York, Long Island",light heavy,,,0.0,27.0,,,,,male,210.0
606,Lennox Allen,22.0,1.0,0.0,"USA, New York",super middle,164.10294117647058,163.13235294117646,16.956521739130434,23.0,3.0,0.0,10.0,7.0,male,328.40267558528427
607,Brian Ceballo,11.0,0.0,0.0,"USA, New York, New York",welter,147.20454545454547,147.88636363636363,19.09090909090909,11.0,1.0,0.0,4.0,5.0,male,206.62622676488945
608,Edgar Berlanga,12.0,0.0,0.0,"USA, New York, New York",middle,161.91666666666666,161.83333333333334,11.25,12.0,4.0,0.0,8.0,0.0,male,132.91666666666666
609,Jose Gonzalez,13.0,2.0,0.0,"USA, New York, New York",feather,125.05,124.76666666666667,9.0,15.0,1.0,1.0,2.0,8.0,male,159.8709677419355
610,Hector Camacho Jr,59.0,1.0,7.0,"USA, New York, New York",light heavy,,,0.0,67.0,,,,,male,525.0
611,Stivens Bujaj,17.0,1.0,2.0,"USA, New York, New York",cruiser,,,0.0,20.0,,,,,male,155.0
612,Richardson Hitchins,10.0,0.0,0.0,"USA, New York, Manhattan",welter,142.95,142.5,7.5,10.0,1.0,0.0,2.0,5.0,male,139.83333333333331
613,Lawrence James Fryers,11.0,0.0,2.0,"USA, New York, New York",super light,143.8846153846154,144.5,11.538461538461538,13.0,1.0,0.0,3.0,7.0,male,106.66346153846153
614,Travis Toledo,4.0,0.0,0.0,"USA, New York, New York",light heavy,172.375,174.875,3.75,4.0,2.0,0.0,1.0,0.0,male,47.75
615,Eileen Olszewski,11.0,3.0,7.0,"USA, New York",light fly,110.83333333333333,111.28571428571429,17.142857142857142,21.0,0.0,1.0,1.0,7.0,female,75.92857142857143
616,Angel Suarez,8.0,0.0,3.0,"USA, New York",feather,,,0.0,11.0,,,,,male,50.0
617,Alex Sandro Duarte,14.0,1.0,9.0,"USA, New York",super welter,153.21875,153.29166666666666,5.625,24.0,4.0,0.0,7.0,2.0,male,60.625
618,Zain Shah,6.0,0.0,4.0,"USA, New York, New York",super middle,158.38888888888889,159.125,25.5,10.0,0.0,0.0,3.0,3.0,male,45.5
619,Michael Stoute,3.0,0.0,2.0,"USA, New York, Long Island",feather,123.65,124.45,3.0,5.0,0.0,0.0,0.0,2.0,male,19.0
620,Pablo Valdez,3.0,0.0,0.0,"USA, New York, New York",welter,146.75,145.625,0.0,3.0,1.0,0.0,2.0,0.0,male,30.0
621,Alex Lara,2.0,0.0,2.0,"USA, New York, Manhattan",light heavy,170.5,167.5,0.0,4.0,0.0,0.0,1.0,1.0,male,0.0
622,Jose Lopez,1.0,1.0,1.0,"USA, New York, New York",bantam,117.33333333333333,118.91666666666667,10.0,3.0,0.0,0.0,0.0,1.0,male,15.0
623,Brian Cubero,2.0,0.0,0.0,"USA, New York, New York",super middle,172.125,173.625,0.0,2.0,0.0,0.0,0.0,1.0,male,20.0
624,Chris Glover,1.0,0.0,0.0,"USA, New York, New York",super bantam,130.5,126.5,0.0,1.0,1.0,0.0,0.0,0.0,male,10.0
625,Arnold Gonzalez,2.0,0.0,0.0,"USA, New York, New York",welter,145.625,144.375,0.0,2.0,0.0,0.0,0.0,2.0,male,20.0
626,Edwynn Jones,1.0,1.0,12.0,"USA, Pennsylvania, Monessen",super middle,169.76785714285714,170.35714285714286,4.285714285714286,14.0,0.0,0.0,1.0,0.0,male,-100.71428571428571
627,Matheus Avrella Lamarque,1.0,0.0,1.0,"USA, New York, Laurel Hill, Long Island",light,134.75,133.625,0.0,2.0,0.0,0.0,1.0,0.0,male,0.0
628,Khalid Bethea,0.0,0.0,1.0,"USA, New York, New York",light heavy,137.25,144.0,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
629,John Bauza,13.0,0.0,0.0,"USA, New Jersey, North Bergen",super light,139.59615384615384,140.44230769230768,6.923076923076923,13.0,2.0,0.0,3.0,8.0,male,149.33641025641026
630,Devaun Lee,10.0,1.0,7.0,"USA, New York, Jamaica, Queens",middle,163.16666666666666,163.11111111111111,5.0,18.0,1.0,1.0,4.0,2.0,male,47.0
631,Juan Rodriguez Jr,13.0,0.0,7.0,"USA, New Jersey, Union City",welter,,,0.0,20.0,,,,,male,60.0
632,Kevin Asmat,6.0,0.0,2.0,"USA, New Jersey, North Bergen",light,127.53125,125.34375,1.875,8.0,3.0,0.0,2.0,1.0,male,42.625
633,Taylor Starling,1.0,0.0,0.0,"USA, South Carolina, Clover",super bantam,122.5,121.5,0.0,1.0,0.0,0.0,0.0,0.0,female,10.0
634,Luis Collazo,39.0,0.0,8.0,"USA, New York, Queens",welter,148.82978723404256,148.53571428571428,6.702127659574468,47.0,2.0,2.0,17.0,14.0,male,392.05058500984666
635,Ariel Lopez,13.0,1.0,0.0,"USA, New York, Queens",bantam,122.01785714285714,122.26785714285714,11.785714285714286,14.0,1.0,1.0,6.0,4.0,male,146.78571428571428
636,Armin Mrkanovic,10.0,0.0,3.0,"USA, New York, Queens",cruiser,,,0.0,13.0,,,,,male,70.0
637,Lashawn Alcocks,1.0,0.0,7.0,"USA, New York, Queens",middle,149.86111111111111,147.08333333333334,0.0,8.0,0.0,0.0,0.0,1.0,male,-60.0
638,Frank Castillo,6.0,2.0,0.0,"USA, New York, Corona",middle,150.96428571428572,151.21428571428572,5.625,8.0,0.0,0.0,3.0,2.0,male,75.625
639,Tyrone James,11.0,0.0,0.0,"USA, New York, Elmont, Long Island,",super welter,149.63636363636363,148.6590909090909,9.545454545454545,11.0,2.0,0.0,6.0,3.0,male,147.45454545454547
640,Titus Williams,9.0,0.0,2.0,"USA, New York, Elmont, Long Island,",feather,126.63636363636364,127.27272727272727,8.181818181818182,11.0,2.0,0.0,2.0,3.0,male,98.89610389610391
641,Lawrence Blakey,5.0,2.0,13.0,"USA, Pennsylvania",super middle,177.58333333333334,177.64285714285714,3.75,20.0,1.0,0.0,1.0,3.0,male,-66.25
642,Nick Browne,2.0,0.0,0.0,"USA, Pennsylvania",light heavy,166.5,170.875,0.0,2.0,0.0,0.0,1.0,1.0,male,20.0
643,Llewelyn McClamy,2.0,0.0,0.0,"USA, Pennsylvania",super light,138.0,136.5,7.5,2.0,1.0,0.0,0.0,1.0,male,28.5
644,Rick Borowski,2.0,0.0,0.0,"USA, Pennsylvania",middle,159.5,159.5,0.0,2.0,0.0,0.0,0.0,1.0,male,20.0
645,Deon Goodlow,1.0,0.0,2.0,"USA, Pennsylvania",super welter,149.125,150.8125,0.0,3.0,0.0,0.0,0.0,1.0,male,-10.0
646,Corey Morley,0.0,1.0,3.0,"USA, Pennsylvania",heavy,283.75,234.75,11.25,4.0,0.0,0.0,0.0,0.0,male,-13.75
647,Julian Rodriguez,18.0,0.0,0.0,"USA, New Jersey, Hasbrouck Heights",super light,141.68055555555554,141.27777777777777,14.166666666666666,18.0,4.0,0.0,7.0,6.0,male,210.56079151366788
648,John Colvin,4.0,0.0,15.0,"USA, West Virginia, Pennsboro",super middle,163.125,164.56944444444446,5.526315789473684,19.0,1.0,0.0,3.0,0.0,male,-104.47368421052632
649,Richard Commey,29.0,0.0,2.0,"USA, New York, Bronx",light,,,0.0,31.0,,,,,male,270.0
650,Eddie Gomez,23.0,0.0,3.0,"USA, New York, Bronx",welter,149.9903846153846,150.0096153846154,9.23076923076923,26.0,3.0,1.0,9.0,9.0,male,279.0944055944056
651,Joshua Clottey,40.0,0.0,5.0,"USA, New York, Bronx",middle,,,0.0,45.0,,,,,male,350.0
652,Joseph Agbeko,36.0,0.0,5.0,"USA, New York, Bronx",bantam,,,0.0,41.0,,,,,male,310.0
653,Berlin Abreu,14.0,0.0,3.0,"USA, New York, Bronx",welter,,,0.0,17.0,,,,,male,110.0
654,Josue Vargas,15.0,0.0,1.0,"USA, New York, Bronx",super light,141.390625,141.765625,9.375,16.0,3.0,0.0,6.0,6.0,male,182.375
655,Steven Martinez,18.0,0.0,5.0,"USA, New York, Bronx",middle,154.6195652173913,154.91304347826087,7.826086956521739,23.0,1.0,0.0,12.0,4.0,male,186.4205142011038
656,Rod Salka,24.0,0.0,6.0,"USA, Pennsylvania, Bunola",super feather,137.70833333333334,137.61666666666667,10.5,30.0,1.0,1.0,2.0,18.0,male,236.5
657,George Arias,15.0,0.0,0.0,"USA, New York, Bronx",heavy,232.38333333333333,235.71666666666667,11.0,15.0,2.0,0.0,4.0,7.0,male,226.34069055944056
658,Peter Dobson,11.0,0.0,0.0,"USA, New York, Bronx",super welter,149.04545454545453,148.3181818181818,15.0,11.0,1.0,0.0,5.0,3.0,male,194.2633689839572
659,Gledwin Ortiz,6.0,0.0,3.0,"USA, New York, Bronx",welter,148.36111111111111,148.30555555555554,3.3333333333333335,9.0,3.0,0.0,2.0,1.0,male,64.33333333333334
660,Maureen Shea,28.0,1.0,2.0,"USA, New York, Bronx",feather,129.8548387096774,129.81451612903226,7.741935483870968,31.0,0.0,0.0,12.0,14.0,female,272.741935483871
661,Troy Artis,5.0,1.0,9.0,"USA, New York, Bronx",middle,,,0.0,15.0,,,,,male,-35.0
662,Angel Luna,11.0,1.0,6.0,"USA, New York, Bronx",feather,127.0657894736842,127.15789473684211,5.0,18.0,2.0,1.0,3.0,3.0,male,63.0
663,Ismael Villarreal,6.0,0.0,0.0,"USA, New York, Bronx",middle,154.70833333333334,154.04166666666666,10.0,6.0,1.0,0.0,2.0,3.0,male,73.5
664,Bruno Bouhi,4.0,0.0,3.0,"USA, New York, Bronx",light heavy,172.07142857142858,171.78571428571428,2.142857142857143,7.0,1.0,0.0,0.0,2.0,male,12.142857142857142
665,Rafael Castillo,1.0,0.0,4.0,"USA, New York, Bronx",super bantam,120.75,121.75,0.0,5.0,0.0,0.0,0.0,1.0,male,-30.0
666,Afunwa King,1.0,0.0,1.0,"USA, New York, Bronx",unknown,174.625,176.625,0.0,2.0,0.0,0.0,1.0,0.0,male,2.0
667,Juan Celin Zapata,6.0,2.0,16.0,"USA, New York, Bronx",super middle,166.20833333333334,166.02777777777777,3.125,24.0,1.0,0.0,2.0,2.0,male,-86.875
668,Jahvel Joseph,1.0,0.0,0.0,"USA, New York, Bronx",super middle,172.0,176.0,0.0,1.0,0.0,0.0,0.0,1.0,male,10.0
669,Lionel Charles,2.0,1.0,7.0,"USA, New York, Bronx",middle,152.925,154.9,9.0,10.0,0.0,0.0,1.0,0.0,male,-36.0
670,Dashaun Johns,2.0,0.0,0.0,"USA, New York, Bronx",super light,141.875,146.5,0.0,2.0,0.0,0.0,1.0,1.0,male,20.0
671,Stephen Kirnon,2.0,1.0,2.0,"USA, New York, Bronx",heavy,219.05,224.35,0.0,5.0,0.0,0.0,1.0,0.0,male,5.0
672,Bengar Garcia,2.0,0.0,4.0,"USA, New York, Bronx",welter,144.41666666666666,142.58333333333334,7.5,6.0,1.0,0.0,1.0,0.0,male,-12.5
673,Danny Morales,0.0,0.0,8.0,"USA, New York, Bronx",welter,138.59375,138.15625,5.625,8.0,0.0,0.0,0.0,0.0,male,-74.375
674,Brandon Bey,0.0,0.0,1.0,"USA, New York, Bronx",middle,161.375,160.0,15.0,1.0,0.0,0.0,0.0,0.0,male,5.0
675,Devon Grant,0.0,0.0,2.0,"USA, New York, Bronx",super welter,145.375,140.125,0.0,2.0,0.0,0.0,0.0,0.0,male,-20.0
676,Carlos Adames,18.0,0.0,0.0,"USA, New York, Washington Heights",super welter,149.81944444444446,,0.0,18.0,0.0,0.0,0.0,0.0,male,180.0
677,Rickey Edwards,12.0,0.0,4.0,"USA, New Jersey, Paterson",super light,138.421875,138.546875,8.4375,16.0,0.0,1.0,3.0,7.0,male,88.4375
678,Jeremy Bryan,17.0,0.0,8.0,"USA, New Jersey, Paterson",welter,143.11,143.75,9.0,25.0,1.0,0.0,5.0,9.0,male,99.0
679,Shadasia Green,3.0,0.0,0.0,"USA, New Jersey, Paterson",super middle,172.33333333333334,166.75,10.0,3.0,0.0,0.0,2.0,1.0,female,40.0
680,Norman Neely,4.0,0.0,0.0,"USA, New Jersey, Paterson",heavy,241.3125,246.0625,7.5,4.0,1.0,0.0,3.0,0.0,male,47.5
681,Emmanuel Etienne,1.0,0.0,0.0,"USA, New York, Uniondale",light heavy,190.5,194.25,0.0,1.0,0.0,0.0,0.0,0.0,male,10.0
682,Cortland Woodard,0.0,0.0,2.0,"USA, Pennsylvania, McKeesport",super welter,150.0,148.625,0.0,2.0,0.0,0.0,0.0,0.0,male,-20.0
683,Matt Wright,4.0,0.0,0.0,"USA, West Virginia",light heavy,166.0,167.0625,0.0,4.0,1.0,0.0,1.0,2.0,male,40.0
684,Dell Long,6.0,2.0,5.0,"USA, West Virginia",heavy,240.08333333333334,240.41666666666666,5.769230769230769,13.0,1.0,0.0,3.0,2.0,male,58.50137362637362
685,Cody Wilson,5.0,0.0,2.0,"USA, West Virginia",super welter,147.60714285714286,147.28571428571428,2.142857142857143,7.0,0.0,1.0,3.0,1.0,male,43.34285714285714
686,Joel Guevara,4.0,1.0,6.0,"USA, West Virginia, Charleston",middle,148.77272727272728,148.70454545454547,4.090909090909091,11.0,0.0,0.0,2.0,1.0,male,-10.90909090909091
687,Zack Kuhn,9.0,1.0,5.0,"USA, West Virginia, Charleston",super welter,146.80769230769232,146.8846153846154,11.0,15.0,1.0,1.0,3.0,3.0,male,56.0
688,Coty Pierson,4.0,0.0,0.0,"USA, West Virginia",super middle,168.08333333333334,164.6875,3.75,4.0,0.0,1.0,1.0,2.0,male,43.75
689,Tim Farnsworth,3.0,0.0,0.0,"USA, West Virginia",heavy,202.5,201.66666666666666,0.0,3.0,2.0,0.0,0.0,1.0,male,30.0
690,Mike Conway,3.0,1.0,2.0,"USA, West Virginia",super light,138.625,139.75,5.0,6.0,0.0,0.0,2.0,0.0,male,20.0
691,Michael Brock Willis,1.0,1.0,4.0,"USA, West Virginia",cruiser,170.57142857142858,168.42857142857142,0.0,6.0,1.0,0.0,0.0,0.0,male,-25.0
692,Dammeon Campbell,0.0,0.0,3.0,"USA, Pennsylvania, Monroeville",light,129.33333333333334,130.75,5.0,3.0,0.0,0.0,0.0,0.0,male,-25.0
693,Alicia Napoleon Espinosa,12.0,0.0,1.0,"USA, New York, Lindenhurst",middle,,,0.0,13.0,,,,,female,110.0
694,Argenis Mendez,25.0,3.0,5.0,"USA, New York, Yonkers",super light,131.58823529411765,131.9318181818182,14.090909090909092,33.0,4.0,2.0,7.0,10.0,male,322.7391233766234
695,Emilio Salas,6.0,1.0,3.0,"USA, New York, Yonkers",cruiser,204.35,208.775,3.0,10.0,0.0,0.0,3.0,2.0,male,45.285714285714285
696,Jermaine Corley,3.0,0.0,7.0,"USA, New York, Yonkers",super welter,162.5,164.525,1.5,10.0,1.0,0.0,0.0,1.0,male,-34.5
697,Bryant Pappas,19.0,1.0,2.0,"USA, New York, Yonkers",middle,159.76136363636363,159.22727272727272,2.0454545454545454,22.0,5.0,0.0,13.0,0.0,male,177.04545454545453
698,Bertha Aracil,4.0,2.0,0.0,"USA, New York, Yonkers",super welter,147.75,147.75,0.0,6.0,1.0,0.0,2.0,1.0,female,55.0
699,Abner Guadalupe,2.0,1.0,1.0,"USA, New York, Yonkers",middle,156.1875,155.125,7.5,4.0,0.0,0.0,1.0,1.0,male,22.5
700,Antonio Lucaine,0.0,0.0,1.0,"USA, New York, Mount Vernon",feather,125.25,127.625,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
701,Jean Hernandez,0.0,0.0,2.0,"USA, New York, Yonkers",welter,145.75,144.875,0.0,2.0,0.0,0.0,0.0,0.0,male,-20.0
702,Howard Thompson,0.0,0.0,6.0,"USA, North Carolina, Shelby",super welter,148.45833333333334,150.0,2.5,6.0,0.0,0.0,0.0,0.0,male,-57.5
703,Angel Cotto,0.0,0.0,1.0,"USA, New York, Yonkers",welter,143.75,144.5,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
704,Fred Thornton,0.0,0.0,2.0,"USA, North Carolina, Shelby",light,134.75,136.5,7.5,2.0,0.0,0.0,0.0,0.0,male,-12.5
705,Rondell McGee,0.0,0.0,2.0,"USA, New York, Yonkers",super welter,149.75,155.75,7.5,2.0,0.0,0.0,0.0,0.0,male,-12.5
706,Don Haynesworth,16.0,1.0,3.0,"USA, New York, New Rochelle",heavy,274.125,246.8625,6.0,20.0,5.0,0.0,9.0,2.0,male,154.90384615384616
707,Natalie Gonzalez,6.0,0.0,0.0,"USA, New York, New Rochelle",fly,109.70833333333333,111.04166666666667,2.5,6.0,1.0,0.0,0.0,5.0,female,62.5
708,Terell Bostic,4.0,0.0,1.0,"USA, New York, Wyandanch",super light,137.95,138.3,0.0,5.0,0.0,0.0,1.0,2.0,male,30.0
709,Matt Conway,17.0,0.0,1.0,"USA, Pennsylvania, Pittsburgh",super feather,137.80555555555554,138.75,7.5,18.0,0.0,1.0,7.0,9.0,male,178.7
710,Bill Hutchinson,18.0,4.0,2.0,"USA, Pennsylvania, Pittsburgh",super light,142.1931818181818,142.51136363636363,16.25,24.0,4.0,1.0,5.0,7.0,male,234.3451086956522
711,Lyubomyr Pinchuk,11.0,1.0,1.0,"USA, Pennsylvania, Pittsburgh",cruiser,,,0.0,13.0,,,,,male,105.0
712,Gerald Sherrell,10.0,0.0,2.0,"USA, Pennsylvania, Pittsburgh",middle,160.4375,159.97916666666666,7.5,12.0,2.0,1.0,3.0,4.0,male,152.25056561085972
713,Morgan Fitch,19.0,1.0,4.0,"USA, Pennsylvania, Pittsburgh",super middle,165.2159090909091,165.79347826086956,6.875,24.0,3.0,0.0,5.0,9.0,male,190.155
714,Oleg Dovhun,9.0,0.0,0.0,"USA, Pennsylvania, Pittsburgh",super bantam,,,0.0,9.0,,,,,male,90.0
715,Justin Steave,10.0,0.0,3.0,"USA, Pennsylvania, Pittsburgh",super welter,156.42307692307693,157.76923076923077,30.0,13.0,1.0,0.0,3.0,5.0,male,105.52941176470588
716,Charles Mulindwa,14.0,1.0,6.0,"USA, Pennsylvania, Pittsburgh",welter,143.63636363636363,145.29545454545453,4.285714285714286,21.0,4.0,0.0,3.0,6.0,male,89.28571428571429
717,Justin Johnson,6.0,6.0,22.0,"USA, Pennsylvania, Pittsburgh",welter,142.45,142.78571428571428,11.029411764705882,34.0,0.0,1.0,0.0,4.0,male,-118.97058823529412
718,Kelvin Smith,2.0,0.0,2.0,"USA, Pennsylvania, Pittsburgh",light,135.4375,136.75,3.75,4.0,1.0,0.0,0.0,1.0,male,3.75
719,Richie Cantolina,5.0,0.0,0.0,"USA, Pennsylvania, Pittsburgh",light heavy,158.83333333333334,158.875,6.0,5.0,1.0,0.0,1.0,3.0,male,62.42857142857143
720,Robert Weisen,1.0,0.0,0.0,"USA, Pennsylvania, Pittsburgh",cruiser,195.75,235.0,0.0,1.0,0.0,1.0,0.0,0.0,male,10.0
721,Jarrell Brackett,2.0,0.0,3.0,"USA, Pennsylvania, Pittsburgh",light heavy,170.6,169.35,0.0,5.0,1.0,0.0,0.0,0.0,male,-10.0
722,Michael Manna,3.0,0.0,2.0,"USA, Pennsylvania, Pittsburgh",heavy,212.91666666666666,216.16666666666666,0.0,5.0,2.0,0.0,2.0,0.0,male,12.25
723,Ryan Wilczak,9.0,0.0,0.0,"USA, Pennsylvania, Scranton",middle,158.16666666666666,158.66666666666666,13.333333333333334,9.0,2.0,0.0,2.0,2.0,male,119.08333333333333
724,Nelson Morales,1.0,0.0,0.0,"USA, Pennsylvania, Scranton",welter,149.0,158.0,0.0,1.0,0.0,0.0,0.0,0.0,male,10.0
725,David Griffith,9.0,0.0,0.0,"USA, West Virginia, Saint Albans",light heavy,178.5,174.30555555555554,0.0,9.0,3.0,0.0,6.0,0.0,male,90.0
726,Jermaine Walker,6.0,0.0,3.0,"USA, West Virginia, Saint Albans",cruiser,192.34375,205.8125,8.333333333333334,9.0,0.0,1.0,1.0,3.0,male,38.333333333333336
727,Chris Algieri,24.0,0.0,3.0,"USA, New York, Huntington",super light,,,0.0,27.0,,,,,male,210.0
728,Wendy Toussaint,10.0,0.0,0.0,"USA, New York, Huntington",super welter,151.75,153.15,9.0,10.0,0.0,0.0,4.0,5.0,male,140.0
729,Johnny Hernandez,10.0,0.0,4.0,"USA, New York, Huntington",super light,,,0.0,14.0,,,,,male,60.0
730,Moses Johnson,5.0,0.0,0.0,"USA, New York, Huntington",heavy,241.7,233.85,9.0,5.0,1.0,0.0,4.0,0.0,male,59.0
731,Carlos Vanegas Nunez,3.0,0.0,0.0,"USA, New York, Port Chester",feather,125.75,127.25,0.0,3.0,1.0,0.0,2.0,0.0,male,30.0
732,Lee Rodriguez,1.0,0.0,1.0,"USA, New York, Port Chester",super welter,156.0,159.625,0.0,2.0,1.0,0.0,0.0,0.0,male,0.0
733,John Gjini,4.0,0.0,0.0,"USA, Connecticut, Greenwich",super feather,130.6875,128.625,0.0,4.0,1.0,0.0,2.0,1.0,male,40.0
734,Joel Baker,0.0,0.0,0.0,"USA, West Virginia, Ripley",cruiser,196.0,190.0,,0.0,0.0,0.0,0.0,0.0,male,
735,Eric Bledsoe,7.0,1.0,1.0,"USA, West Virginia, Wheeling",super welter,,,0.0,9.0,,,,,male,65.0
736,Lamont Capers,9.0,5.0,14.0,"USA, Pennsylvania, Hawley",heavy,195.64655172413794,200.23214285714286,10.714285714285714,28.0,0.0,2.0,1.0,5.0,male,33.76984126984127
737,Philip Ryan Carroll,1.0,0.0,0.0,"USA, West Virginia, Warwood",light,142.5,143.25,0.0,1.0,0.0,0.0,0.0,0.0,male,10.0
738,Chordale Booker,15.0,0.0,0.0,"USA, Connecticut, Stamford",super welter,155.0,154.23333333333332,11.0,15.0,3.0,1.0,4.0,7.0,male,237.53846153846155
739,Alex Vargas,4.0,0.0,0.0,"USA, New York, Bellport",welter,142.8125,143.4375,0.0,4.0,0.0,0.0,1.0,3.0,male,40.0
740,Francisco Rodriguez,4.0,1.0,7.0,"USA, Connecticut, Stamford",super feather,122.60416666666667,122.35416666666667,1.25,12.0,0.0,1.0,0.0,3.0,male,-23.75
741,Preston Wilson,6.0,1.0,3.0,"USA, West Virginia, Parkersburg",welter,144.25,144.33333333333334,6.0,10.0,0.0,1.0,4.0,1.0,male,42.6
742,Stephen Dailey,1.0,1.0,1.0,"USA, West Virginia, Parkersburg",super light,145.08333333333334,144.08333333333334,0.0,3.0,0.0,0.0,0.0,1.0,male,5.0
743,Steve Whitehair,1.0,0.0,8.0,"USA, West Virginia, Parkersburg",welter,184.65,150.54166666666666,5.0,9.0,0.0,0.0,1.0,0.0,male,-65.0
744,Machiavelli Farrakhan Siberius,0.0,0.0,6.0,"USA, West Virginia, Parkersburg",heavy,199.75,208.54166666666666,0.0,6.0,0.0,0.0,0.0,0.0,male,-60.0
745,LeShawn Rodriquez,11.0,0.0,0.0,"USA, New York, Shirley",middle,158.45454545454547,157.22727272727272,17.727272727272727,11.0,5.0,0.0,2.0,3.0,male,158.79166666666666
746,Aaron Quattrocchi,11.0,1.0,3.0,"USA, West Virginia, Follansbee",super middle,,,0.0,15.0,,,,,male,85.0
747,Shianne Gist,4.0,2.0,1.0,"USA, West Virginia, Follansbee",welter,142.67857142857142,144.03571428571428,4.285714285714286,7.0,1.0,0.0,1.0,2.0,female,44.285714285714285
748,Logan Holler,8.0,1.0,0.0,"USA, South Carolina, Columbia",super welter,163.69444444444446,165.11111111111111,1.6666666666666667,9.0,0.0,0.0,3.0,4.0,female,86.66666666666667
749,Jaylon Pridgeon,7.0,0.0,0.0,"USA, South Carolina, Columbia",super light,,,0.0,7.0,,,,,male,70.0
750,Davey Louis Vega Sanabria,5.0,0.0,0.0,"USA, South Carolina, Columbia",heavy,225.875,228.25,0.0,5.0,2.0,0.0,1.0,0.0,male,50.0
751,Michael Whaley,1.0,0.0,1.0,"USA, South Carolina, Columbia",super bantam,125.375,128.75,0.0,2.0,0.0,0.0,0.0,0.0,male,0.0
752,Shakha Moore,12.0,3.0,24.0,"USA, Connecticut, Norwalk",welter,,,0.0,39.0,,,,,male,-105.0
753,Travis Clark,14.0,0.0,2.0,"USA, Ohio, Belmont",heavy,221.203125,234.34375,9.375,16.0,1.0,0.0,6.0,5.0,male,146.15625
754,Lucas Adams,1.0,0.0,1.0,"USA, Pennsylvania, Butler",light heavy,173.25,175.75,0.0,2.0,0.0,0.0,0.0,1.0,male,0.0
755,Ryan Covert,2.0,0.0,2.0,"USA, Pennsylvania, Butler",heavy,214.35,213.8,11.25,4.0,0.0,0.0,2.0,0.0,male,11.25
756,Glenn Mitchell,3.0,0.0,4.0,"USA, Ohio, Steubenville",welter,132.85714285714286,135.07142857142858,4.285714285714286,7.0,2.0,0.0,1.0,0.0,male,-5.714285714285714
