,Unnamed: 0,name,wins,losses,draws,average_weight,sex,division,Jab accuracy,Power punch accuracy,Total punch accuracy,Avg Jabs landed,Avg Power punches landed,Avg Total punches landed,% of Power punches landed against,% of Jabs landed against,% of Total punches landed against,Avg Jabs landed against,Avg Power punches landed against,Avg Total punches landed against
338,338,Carlos Molina,30.0,11.0,2.0,149.87,male,super welter,9.97,28.47,20.27,30.2,108.2,138.4,41.92,26.2,35.28,62.2,136.0,198.2
339,339,Eric Molina,27.0,5.0,0.0,,male,heavy,21.13,43.58,31.02,55.0,89.33,144.33,34.45,14.98,23.03,36.0,58.33,94.33
340,340,Javier Molina,21.0,2.0,0.0,146.4,male,super light,19.93,44.29,35.56,27.5,109.5,137.0,36.7,15.65,30.81,19.25,116.25,135.5
341,341,Bobirzhan Mominov,10.0,0.0,0.0,149.67,male,welter,7.5,19.72,16.38,6.0,42.0,48.0,48.32,24.32,39.12,36.0,115.0,151.0
342,342,Sean Monaghan,29.0,3.0,0.0,174.85,male,light heavy,15.47,43.97,30.31,35.0,108.0,143.0,42.36,22.1,32.75,66.6,141.4,208.0
343,343,Shon Mondragon,4.0,0.0,0.0,121.94,male,super bantam,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
344,344,Rodney Moore,20.0,18.0,2.0,,male,heavy,18.72,29.45,26.28,20.5,77.0,97.5,23.61,23.39,23.5,34.5,34.0,68.5
345,345,Carlos Morales,19.0,4.0,3.0,132.0,male,light,17.48,36.05,29.48,21.4,80.6,102.0,26.19,14.25,21.74,20.2,62.6,82.8
346,346,David Morrell,2.0,0.0,0.0,170.88,male,light heavy,10.53,36.54,29.58,2.0,19.0,21.0,28.57,0.0,11.11,0.0,2.0,2.0
347,347,Raymond Muratalla,9.0,0.0,0.0,136.94,male,light,9.23,23.32,19.77,3.0,22.5,25.5,40.98,18.46,35.08,6.0,37.5,43.5
348,348,Bakhram Murtazaliev,17.0,0.0,0.0,,male,super welter,14.29,23.24,19.0,31.0,56.0,87.0,45.73,10.16,31.42,32.0,214.0,246.0
349,349,Ismail Muwendo,21.0,1.0,0.0,132.28,male,light,24.48,43.87,34.62,82.0,161.0,243.0,40.9,20.8,33.33,78.0,254.0,332.0
350,350,Jonathan Navarro,17.0,0.0,0.0,140.96,male,super light,15.72,44.6,28.0,10.17,21.33,31.5,35.51,25.59,30.83,16.33,25.33,41.67
351,351,Oscar Negrete,18.0,2.0,2.0,,male,bantam,11.63,33.3,25.94,21.33,118.78,140.11,38.47,21.85,33.37,44.89,178.67,223.56
352,352,Carlos Negron,20.0,3.0,0.0,203.61,male,heavy,27.64,49.65,39.39,34.0,70.0,104.0,26.53,22.89,24.86,19.0,26.0,45.0
353,353,Tori Nelson,20.0,2.0,3.0,153.39,female,middle,0.0,27.03,15.62,0.0,10.0,10.0,44.78,9.09,35.96,2.0,30.0,32.0
354,354,Willie Nelson,27.0,3.0,1.0,149.89,male,super welter,11.28,37.71,27.71,18.2,100.0,118.2,37.06,28.29,33.3,51.6,90.2,141.8
355,355,Demond Nicholson,22.0,3.0,1.0,163.46,male,super middle,20.43,46.01,35.41,19.0,60.5,79.5,46.37,16.75,33.26,16.5,57.5,74.0
356,356,Jessie Nicklow,27.0,10.0,3.0,,male,super middle,28.21,36.99,35.38,7.33,42.67,50.0,31.93,17.35,24.03,11.33,17.67,29.0
357,357,Antonio Nieves,19.0,3.0,2.0,,male,bantam,15.18,31.31,23.01,47.67,92.67,140.33,27.97,17.77,24.19,34.0,91.0,125.0
358,358,Vladimir Nikitin,3.0,0.0,0.0,125.83,male,feather,6.93,27.46,19.26,12.75,76.0,88.75,32.5,9.86,25.51,12.75,94.0,106.75
359,359,Abraham Nova,17.0,0.0,0.0,130.82,male,super feather,16.67,28.09,26.79,5.0,66.0,71.0,49.37,9.09,29.49,14.0,78.0,92.0
360,360,Javier Nunez,1.0,5.0,0.0,144.96,male,welter,0.0,34.62,28.12,0.0,9.0,9.0,45.45,100.0,47.83,1.0,10.0,11.0
361,361,Meiirim Nursultanov,13.0,0.0,0.0,,male,middle,20.51,20.0,20.37,16.0,6.0,22.0,,,,0.0,0.0,0.0
362,362,Tugstsogt Nyambayar,11.0,0.0,0.0,,male,feather,16.03,33.98,25.47,19.4,45.6,65.0,51.8,25.1,38.94,36.2,80.4,116.6
363,363,Francisco Ochoa,16.0,0.0,0.0,132.44,male,super feather,5.45,20.47,16.81,3.0,35.0,38.0,34.27,17.16,26.92,23.0,61.0,84.0
364,364,Jerry Odom,16.0,3.0,1.0,168.51,male,super middle,30.5,39.21,35.87,10.75,22.25,33.0,39.94,12.84,29.22,7.0,33.25,40.25
365,365,Wale Omotoso,28.0,5.0,0.0,,male,middle,13.69,33.43,23.98,31.25,83.0,114.25,29.54,14.18,22.3,30.0,70.0,100.0
366,366,Max Ornelas,13.0,0.0,1.0,117.8,male,bantam,19.08,41.48,34.63,33.0,163.0,196.0,26.65,4.43,20.62,7.0,113.0,120.0
367,367,Antonio Orozco,28.0,2.0,0.0,141.62,male,super light,15.09,31.96,24.99,19.91,59.91,79.82,42.54,26.75,38.1,26.0,105.55,131.55
368,368,Luis Ortiz,31.0,1.0,0.0,,male,heavy,13.48,37.38,25.75,12.2,35.7,47.9,37.83,14.4,23.39,23.0,37.6,60.6
369,369,Steven Ortiz,11.0,0.0,0.0,134.55,male,light,11.0,28.99,21.43,11.0,40.0,51.0,29.26,6.5,18.65,13.0,67.0,80.0
370,370,Greg Outlaw,8.0,0.0,0.0,138.67,male,super light,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
371,371,Joseph Parker,26.0,2.0,0.0,247.66,male,heavy,10.81,35.36,20.92,15.0,34.36,49.36,39.42,16.84,29.05,20.64,56.91,77.55
372,372,Justin Pauldo,13.0,2.0,0.0,135.3,male,light,17.06,35.84,27.23,16.67,41.33,58.0,43.1,14.39,28.03,12.67,34.33,47.0
373,373,David Payne,3.0,2.0,1.0,143.3,male,welter,20.0,53.85,44.44,1.0,7.0,8.0,83.67,100.0,84.0,1.0,41.0,42.0
374,374,Aaron Perez,9.0,0.0,0.0,,male,super feather,17.12,37.93,27.75,19.0,44.0,63.0,45.27,27.08,38.68,52.0,153.0,205.0
375,375,Michael Perez,25.0,3.0,2.0,135.82,male,super light,22.15,39.15,33.35,25.73,87.8,113.53,38.82,21.23,31.72,31.33,84.6,115.93
376,376,Bryant Perrella,17.0,2.0,0.0,147.56,male,welter,18.77,31.78,24.79,16.33,23.83,40.17,35.44,13.22,25.98,10.33,37.33,47.67
377,377,Samuel Peter,38.0,8.0,0.0,,male,heavy,24.85,38.75,31.58,45.73,67.0,112.73,41.53,30.46,35.72,49.18,60.82,110.0
378,378,Anthony Peterson,37.0,1.0,1.0,136.66,male,super light,17.64,33.33,26.9,34.11,92.78,126.89,37.44,22.01,30.93,40.22,93.78,134.0
379,379,Caleb Plant,19.0,0.0,0.0,,male,super middle,14.72,25.73,20.46,19.4,36.9,56.3,44.31,23.3,33.88,38.7,74.7,113.4
380,380,Dakota Polley,5.0,3.0,0.0,138.06,male,super light,5.06,27.53,23.71,4.0,106.0,110.0,39.05,7.59,29.03,6.0,66.0,72.0
381,381,Konstantin Ponomarev,34.0,2.0,0.0,148.19,male,super welter,18.42,37.83,29.55,40.33,111.33,151.67,37.54,16.09,28.41,40.67,128.0,168.67
382,382,Shawn Porter,30.0,3.0,1.0,,male,welter,19.99,33.73,28.53,29.14,80.86,110.0,37.64,22.54,32.48,36.14,116.21,152.36
383,383,Viktor Postol,31.0,2.0,0.0,139.87,male,super light,15.77,24.58,21.46,18.0,51.12,69.12,35.52,21.41,28.05,74.83,110.33,185.17
384,384,Nikolai Potapov,20.0,2.0,1.0,119.97,male,bantam,9.57,28.13,19.63,31.0,107.75,138.75,37.39,21.13,30.15,55.0,121.25,176.25
385,385,Alexander Povetkin,35.0,2.0,0.0,236.42,male,heavy,18.65,36.83,28.08,28.11,59.84,87.95,37.57,16.53,29.25,25.05,87.11,112.16
386,386,Breidis Prescott,31.0,18.0,0.0,141.82,male,welter,17.45,31.88,24.28,40.0,65.67,105.67,31.06,16.37,25.1,28.67,79.67,108.33
387,387,Darwin Price,16.0,0.0,0.0,140.67,male,welter,19.47,41.15,26.48,49.5,50.0,99.5,22.84,15.7,19.47,19.0,31.0,50.0
388,388,Dylan Price,10.0,0.0,0.0,116.02,male,super fly,8.43,18.12,13.19,14.0,29.0,43.0,62.18,27.03,48.7,40.0,148.0,188.0
389,389,Regis Prograis,24.0,1.0,0.0,,male,super light,12.46,36.62,25.65,16.4,57.9,74.3,42.95,19.38,30.06,34.1,62.7,96.8
390,390,Kubrat Pulev,28.0,1.0,0.0,246.58,male,heavy,17.92,35.12,25.66,31.8,51.0,82.8,33.37,21.66,26.19,55.8,54.2,110.0
391,391,Brandon Quarles,21.0,5.0,1.0,156.58,male,middle,16.26,28.57,21.83,33.0,48.0,81.0,21.31,8.24,13.56,22.0,39.0,61.0
392,392,Jason Quigley,16.0,1.0,0.0,,male,middle,16.72,40.83,33.49,17.56,98.0,115.56,34.91,21.17,30.7,21.33,79.67,101.0
393,393,Peter Quillin,34.0,2.0,1.0,161.91,male,super middle,22.81,38.22,32.39,20.31,55.88,76.19,47.89,24.59,37.08,33.81,76.0,109.81
394,394,Sanjarbek Rakhmanov,12.0,2.0,1.0,144.77,male,welter,14.47,28.64,20.5,60.5,88.5,149.0,52.04,30.66,44.54,32.5,102.0,134.5
395,395,Eddie Ramirez,17.0,3.0,0.0,141.35,male,super light,24.29,33.48,29.61,41.2,78.0,119.2,38.21,19.1,31.3,22.0,77.8,99.8
396,396,Robeisy Ramirez,0.0,1.0,0.0,124.88,male,feather,16.96,27.61,24.84,12.0,55.5,67.5,35.35,15.15,27.27,15.0,52.5,67.5
397,397,Abel Ramos,25.0,3.0,2.0,143.61,male,welter,26.39,31.63,28.69,138.0,130.0,268.0,34.65,15.59,27.62,46.0,175.0,221.0
398,398,Jair Ramos,5.0,3.0,2.0,140.9,male,welter,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
399,399,Rico Ramos,30.0,6.0,0.0,,male,feather,13.27,36.96,30.38,11.71,84.86,96.57,33.42,15.69,27.54,21.43,92.0,113.43
400,400,Quinton Randall,6.0,0.0,0.0,151.29,male,super welter,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
401,401,Amon Rashidi,7.0,1.0,0.0,146.06,male,welter,6.56,25.84,18.0,4.0,23.0,27.0,29.29,18.6,24.32,16.0,29.0,45.0
402,402,Ivan Redkach,23.0,4.0,1.0,137.2,male,welter,15.62,31.53,25.88,17.54,64.38,81.92,36.64,10.35,27.31,12.62,81.15,93.77
403,403,Mike Reed,25.0,2.0,0.0,141.19,male,super light,7.16,32.18,23.15,14.0,111.5,125.5,36.98,7.69,25.36,21.5,157.0,178.5
404,404,Kali Reis,16.0,7.0,1.0,150.25,female,welter,27.69,71.95,62.7,18.0,177.0,195.0,22.96,10.89,19.68,11.0,62.0,73.0
405,405,Anthony Reyes,7.0,0.0,0.0,120.11,male,super bantam,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
406,406,Anthony Reyes,11.0,1.0,1.0,126.23,male,feather,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
407,407,Guillermo Rigondeaux,19.0,1.0,0.0,122.7,male,super bantam,9.42,23.56,17.7,7.0,24.74,31.74,44.1,11.07,25.18,16.68,49.58,66.26
408,408,Alex Rincon,7.0,0.0,0.0,154.79,male,super welter,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
409,409,George Rincon,8.0,0.0,0.0,140.0,male,super light,16.67,32.0,26.25,2.5,8.0,10.5,50.48,12.5,36.09,4.0,26.5,30.5
410,410,Brandon Rios,35.0,5.0,1.0,136.32,male,super welter,17.22,41.19,32.06,30.69,119.38,150.06,42.86,23.48,37.65,33.25,165.25,198.5
411,411,Ronny Rios,31.0,3.0,0.0,125.42,male,super bantam,20.8,44.92,37.2,26.0,119.31,145.31,45.48,19.89,37.16,24.08,114.23,138.31
412,412,Lamont Roach,19.0,0.0,1.0,,male,super feather,12.16,25.36,19.83,14.7,42.6,57.3,37.77,13.85,28.17,19.4,78.9,98.3
413,413,Ray Robinson,24.0,3.0,2.0,,male,welter,26.27,40.85,33.73,40.0,65.25,105.25,46.4,25.79,35.29,71.25,109.5,180.75
414,414,Emanuel Robles,17.0,6.0,1.0,141.42,male,welter,12.28,29.65,22.17,10.5,33.5,44.0,48.07,13.08,29.3,25.5,81.0,106.5
415,415,Alexis Rocha,14.0,0.0,0.0,,male,welter,12.96,42.3,28.18,7.89,27.78,35.67,39.66,18.64,31.37,9.44,30.89,40.33
416,416,Julian Rodarte,17.0,0.0,1.0,133.14,male,light,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
417,417,David Rodriguez,2.0,0.0,0.0,151.5,male,super welter,25.85,50.3,36.9,53.0,85.0,138.0,52.56,19.05,48.59,4.0,82.0,86.0
418,418,Edwin Rodriguez,31.0,2.0,0.0,170.04,male,cruiser,17.17,35.76,26.86,24.56,55.72,80.28,43.27,19.99,33.84,32.06,101.83,133.89
419,419,Emmanuel Rodriguez,4.0,0.0,0.0,118.56,male,bantam,11.95,27.96,21.95,24.67,96.0,120.67,42.12,18.74,32.28,40.67,125.67,166.33
420,420,Jerome Rodriguez,7.0,14.0,3.0,141.38,male,welter,39.39,46.43,43.82,13.0,26.0,39.0,35.82,19.23,31.18,5.0,24.0,29.0
421,421,Joseph Rodriguez,15.0,0.0,1.0,130.53,male,super light,16.89,31.42,25.67,25.0,71.0,96.0,48.78,33.99,42.46,52.0,100.0,152.0
422,422,Julian Rodriguez,18.0,0.0,0.0,141.68,male,super light,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
423,423,Saul Rodriguez,23.0,1.0,1.0,130.44,male,light,12.28,32.94,26.36,12.0,69.0,81.0,40.6,15.95,32.08,19.5,94.0,113.5
424,424,Daniel Roman,27.0,2.0,1.0,,male,super bantam,7.57,29.46,19.34,28.2,127.6,155.8,42.09,15.94,34.24,40.0,246.4,286.4
425,425,Evgeny Romanov,14.0,0.0,0.0,221.32,male,heavy,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
426,426,Rolando Romero,10.0,0.0,0.0,135.38,male,light,27.12,12.05,18.31,5.33,3.33,8.67,37.58,18.18,29.37,7.33,20.67,28.0
427,427,Gadwin Rosa,11.0,1.0,0.0,130.15,male,super feather,9.49,21.38,15.46,15.0,34.0,49.0,42.07,4.84,21.15,9.0,61.0,70.0
428,428,Gabriel Rosado,24.0,12.0,1.0,156.47,male,middle,18.87,34.69,28.34,34.54,94.77,129.31,36.12,16.24,27.56,38.62,113.62,152.23
429,429,Jeison Rosario,19.0,1.0,1.0,,male,middle,4.92,21.91,16.74,8.0,81.5,89.5,33.03,14.17,26.35,25.5,108.5,134.0
430,430,Erik Ruiz,17.0,8.0,1.0,121.96,male,super bantam,14.16,33.88,27.75,37.33,198.0,235.33,33.78,14.29,27.62,31.0,158.67,189.67
431,431,Hugo Ruiz,39.0,5.0,0.0,,male,super feather,21.74,36.61,27.84,17.5,20.5,38.0,29.9,7.32,18.69,10.5,43.5,54.0
432,432,Bruce Rumbolz,22.0,36.0,2.0,168.1,male,light heavy,0.0,52.38,44.0,0.0,11.0,11.0,0.0,,0.0,0.0,0.0,0.0
433,433,Umar Salamov,25.0,1.0,0.0,,male,light heavy,23.42,26.97,24.44,52.0,24.0,76.0,33.88,21.12,25.5,49.0,41.0,90.0
434,434,Alejandro Salinas,10.0,3.0,0.0,132.81,male,light,11.81,28.99,24.5,17.0,118.0,135.0,28.01,7.61,24.59,7.0,128.0,135.0
435,435,Rod Salka,24.0,6.0,0.0,137.71,male,super feather,15.41,35.59,24.36,28.5,52.5,81.0,30.2,13.07,20.69,20.0,37.0,57.0
436,436,Emilio Sanchez,18.0,1.0,0.0,123.19,male,feather,16.86,34.07,29.35,23.0,123.0,146.0,43.16,18.63,35.6,33.2,172.8,206.0
437,437,Jason Sanchez,15.0,1.0,0.0,125.97,male,feather,21.21,48.0,32.76,7.0,12.0,19.0,47.89,4.17,30.25,2.0,34.0,36.0
438,438,Ruben Sanchez,1.0,2.0,0.0,227.58,male,heavy,25.71,43.37,38.14,9.0,36.0,45.0,27.5,20.0,24.62,5.0,11.0,16.0
439,439,Saul Sanchez,12.0,1.0,0.0,118.0,male,bantam,14.55,28.89,24.74,16.0,78.0,94.0,41.55,20.56,35.98,22.0,123.0,145.0
440,440,Francisco Santana,25.0,7.0,1.0,150.26,male,welter,17.95,38.09,29.06,36.25,94.75,131.0,33.85,15.53,28.63,28.0,153.25,181.25
441,441,Alexis Santiago,21.0,7.0,1.0,120.32,male,super bantam,17.89,33.82,30.61,28.0,210.0,238.0,41.4,15.87,32.93,49.5,260.0,309.5
442,442,Rocco Santomauro,18.0,1.0,0.0,,male,super fly,11.96,23.66,19.78,11.0,44.0,55.0,26.72,12.0,24.11,3.0,31.0,34.0
443,443,Alexis Santos,19.0,3.0,0.0,216.78,male,heavy,6.36,30.43,18.03,7.0,31.5,38.5,48.5,24.49,45.43,6.0,81.0,87.0
444,444,Alex Saucedo,29.0,1.0,0.0,144.16,male,super light,18.27,34.09,26.37,39.5,77.17,116.67,37.96,20.71,30.4,32.0,75.17,107.17
445,445,Mike Sawyer,8.0,13.0,0.0,179.5,male,cruiser,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
446,446,Michael Seals,24.0,2.0,0.0,,male,light heavy,14.81,19.86,17.67,16.0,28.0,44.0,36.67,23.5,27.16,55.0,33.0,88.0
447,447,Cletus Seldin,24.0,1.0,0.0,,male,super light,17.58,21.8,20.57,15.4,46.6,62.0,30.96,11.8,24.11,21.8,102.8,124.6
448,448,Isiah Seldon,13.0,3.0,1.0,161.6,male,middle,15.96,32.77,25.35,15.0,39.0,54.0,39.33,11.38,26.74,14.0,59.0,73.0
449,449,Amanda Serrano,37.0,1.0,1.0,,female,feather,7.04,27.45,20.58,6.5,50.0,56.5,39.47,11.45,30.45,14.33,104.0,118.33
450,450,Raymond Serrano,24.0,6.0,0.0,146.16,male,welter,20.55,39.66,32.55,18.14,59.14,77.29,34.32,20.85,28.51,28.14,61.0,89.14
451,451,Vyacheslav Shabranskyy,21.0,2.0,0.0,178.28,male,light heavy,29.97,42.92,36.11,44.6,57.6,102.2,34.43,21.19,29.36,19.2,50.2,69.4
452,452,Denis Shafikov,40.0,4.0,2.0,139.09,male,light,7.35,25.99,16.46,26.67,90.0,116.67,38.84,23.6,33.73,49.83,162.5,212.33
453,453,Maureen Shea,28.0,2.0,1.0,129.85,female,feather,15.29,28.33,24.84,13.0,66.0,79.0,33.33,9.8,25.79,5.0,36.0,41.0
454,454,Taras Shelestyuk,17.0,0.0,0.0,148.94,male,welter,12.9,27.76,23.69,10.4,59.4,69.8,48.75,26.08,38.19,61.6,132.2,193.8
455,455,Claressa Shields,9.0,0.0,0.0,,female,middle,11.37,22.93,18.53,12.73,41.64,54.36,40.33,15.78,31.56,20.27,93.27,113.55
456,456,Scott Sigmon,34.0,14.0,1.0,172.06,male,light heavy,11.79,44.41,32.65,25.0,167.0,192.0,18.18,21.71,19.25,28.0,54.0,82.0
457,457,William Silva,27.0,2.0,0.0,135.52,male,super light,7.61,16.25,10.23,7.0,6.5,13.5,36.93,17.31,26.3,18.0,32.5,50.5
458,458,Lorenzo Simpson,5.0,0.0,0.0,162.9,male,super middle,10.81,6.25,7.52,4.0,6.0,10.0,46.27,9.09,27.08,13.0,62.0,75.0
459,459,Shawn Simpson,11.0,0.0,0.0,119.34,male,bantam,7.36,33.33,21.2,6.0,31.0,37.0,34.01,28.65,31.08,25.5,25.0,50.5
460,460,Stanyslav Skorokhod,19.0,2.0,0.0,,male,super welter,11.94,33.33,22.79,8.0,23.0,31.0,42.31,16.92,34.84,11.0,66.0,77.0
461,461,Viktor Slavinskyi,10.0,0.0,1.0,128.91,male,super feather,7.85,30.29,22.37,15.0,106.0,121.0,44.89,26.24,36.59,37.0,79.0,116.0
462,462,Anthony Smith,0.0,1.0,0.0,132.5,male,light,22.3,33.33,27.17,33.0,39.0,72.0,,,,,,
463,463,Ishe Smith,29.0,11.0,0.0,153.57,male,super welter,19.36,34.09,26.64,40.0,68.71,108.71,42.89,16.35,29.74,40.14,107.29,147.43
464,464,James Smith,0.0,2.0,0.0,160.75,male,middle,10.38,23.79,17.1,30.0,69.0,99.0,62.86,55.71,58.99,161.0,154.0,315.0
465,465,James Smith,13.0,3.0,0.0,,male,super fly,10.38,23.79,17.1,30.0,69.0,99.0,62.86,55.71,58.99,161.0,154.0,315.0
466,466,Hairon Socarras,22.0,1.0,3.0,125.75,male,feather,20.59,28.79,26.0,7.0,19.0,26.0,38.53,14.29,30.3,8.0,42.0,50.0
467,467,Jason Sosa,23.0,4.0,4.0,,male,super feather,9.43,31.86,23.56,13.57,78.0,91.57,41.41,22.19,34.53,38.43,128.43,166.86
468,468,Avery Sparrow,10.0,1.0,0.0,131.29,male,light,10.7,27.14,18.49,16.0,36.5,52.5,30.89,11.57,20.2,22.5,48.5,71.0
469,469,Joey Spencer,9.0,0.0,0.0,155.17,male,middle,13.53,30.7,27.57,4.5,45.75,50.25,36.52,23.59,33.45,11.5,57.25,68.75
470,470,Tyrone Spong,14.0,0.0,0.0,227.21,male,heavy,7.69,19.53,12.09,12.5,18.75,31.25,36.82,25.28,29.88,22.75,22.0,44.75
471,471,Eimantas Stanionis,9.0,0.0,0.0,149.03,male,welter,10.34,32.36,23.97,24.0,122.0,146.0,39.03,34.07,38.04,46.0,210.0,256.0
472,472,Curtis Stevens,30.0,7.0,0.0,,male,super welter,15.01,36.72,27.57,14.15,47.54,61.69,40.06,11.9,29.81,9.77,57.38,67.15
473,473,Shakur Stevenson,13.0,0.0,0.0,,male,feather,6.67,23.29,18.03,3.0,22.62,25.62,42.08,18.56,31.53,14.06,39.19,53.25
474,474,Bermane Stiverne,25.0,4.0,1.0,,male,heavy,26.75,36.51,30.76,36.75,35.0,71.75,44.04,24.34,33.93,26.38,45.25,71.62
475,475,Artur Szpilka,23.0,4.0,0.0,232.43,male,heavy,5.23,30.2,19.04,4.5,32.12,36.62,39.25,21.12,29.23,25.38,38.12,63.5
476,476,Andrew Tabiti,17.0,1.0,0.0,,male,cruiser,15.3,26.01,21.79,13.25,34.62,47.88,46.67,21.13,32.74,30.88,56.88,87.75
477,477,Carlos Takam,37.0,5.0,1.0,236.74,male,heavy,18.75,39.06,27.3,33.0,50.0,83.0,51.14,38.27,48.45,31.0,157.0,188.0
478,478,Shyngyskhan Tazhibay,9.0,0.0,0.0,146.19,male,welter,18.45,31.78,25.86,19.0,41.0,60.0,20.31,16.67,19.51,6.0,26.0,32.0
479,479,Samuel Teah,15.0,3.0,1.0,,male,super light,24.39,32.42,29.53,30.0,71.0,101.0,40.13,7.1,23.45,11.0,61.0,72.0
480,480,Erkan Teper,20.0,3.0,0.0,245.52,male,heavy,9.7,35.26,22.4,19.5,70.0,89.5,44.72,31.14,40.42,26.0,80.5,106.5
481,481,Chris Thomas,13.0,1.0,1.0,,male,light heavy,29.81,51.9,41.57,62.0,123.0,185.0,30.0,9.46,20.44,14.0,51.0,65.0
482,482,Lionell Thompson,21.0,5.0,0.0,177.53,male,light heavy,13.4,24.35,18.97,16.25,30.5,46.75,37.68,30.71,33.26,46.75,33.25,80.0
483,483,Keith Thurman,29.0,1.0,0.0,,male,welter,15.0,30.0,23.53,24.92,65.69,90.62,47.0,20.18,34.87,39.08,110.23,149.31
484,484,Juan Torres,3.0,2.0,1.0,266.83,male,heavy,48.48,70.64,58.51,192.0,231.0,423.0,35.67,10.14,31.23,7.0,117.0,124.0
485,485,Austin Trout,31.0,5.0,1.0,155.85,male,super welter,13.87,24.44,19.39,21.89,42.11,64.0,43.16,19.87,30.75,62.33,118.78,181.11
486,486,Caleb Truax,30.0,4.0,2.0,165.11,male,super middle,18.73,36.27,27.14,32.33,57.67,90.0,37.36,11.68,24.07,27.83,83.0,110.83
487,487,Wesley Tucker,14.0,3.0,0.0,149.5,male,welter,0.0,30.83,21.81,0.0,41.0,41.0,18.94,15.35,16.77,31.0,25.0,56.0
488,488,Lanardo Tyner,35.0,16.0,2.0,145.95,male,super welter,49.53,39.59,41.39,53.0,192.0,245.0,44.06,23.0,35.78,69.0,204.0,273.0
489,489,Yordenis Ugas,24.0,4.0,0.0,145.78,male,welter,12.82,31.16,23.13,25.33,79.0,104.33,45.79,20.59,32.67,44.67,91.33,136.0
490,490,Izuagbe Ugonoh,18.0,2.0,0.0,,male,heavy,7.88,12.5,10.21,6.5,10.5,17.0,39.35,13.76,20.82,28.0,30.5,58.5
491,491,Oleksandr Usyk,17.0,0.0,0.0,202.18,male,heavy,13.85,31.27,22.56,27.08,61.17,88.25,38.19,17.14,25.37,64.5,92.25,156.75
492,492,Oscar Valdez,26.0,0.0,0.0,127.17,male,feather,12.06,22.46,18.12,19.22,49.83,69.06,44.92,26.33,36.71,43.67,94.11,137.78
493,493,Jose Valenzuela,5.0,0.0,0.0,129.75,male,light,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
494,494,Jessie Vargas,29.0,2.0,2.0,143.65,male,super welter,16.49,33.38,27.38,23.93,87.93,111.86,39.95,21.33,31.76,45.93,109.57,155.5
495,495,Josue Vargas,15.0,1.0,0.0,141.39,male,super light,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
496,496,Angel Vazquez,0.0,1.0,0.0,175.25,male,cruiser,12.71,24.05,19.21,27.8,70.8,98.6,32.64,10.27,23.03,17.8,75.2,93.0
497,497,Damien Vazquez,14.0,1.0,1.0,114.46,male,bantam,16.78,42.29,31.82,16.67,60.33,77.0,26.56,17.18,23.1,15.0,39.67,54.67
498,498,Anthony Velazquez,8.0,0.0,0.0,147.81,male,welter,10.92,23.48,17.09,13.0,27.0,40.0,40.0,20.96,29.05,61.0,86.0,147.0
499,499,Andy Vences,23.0,1.0,1.0,130.93,male,super feather,19.9,25.67,23.32,30.75,57.5,88.25,46.67,25.09,35.42,50.25,85.75,136.0
500,500,Greg Vendetti,22.0,3.0,1.0,,male,super welter,7.09,29.66,21.22,10.0,70.0,80.0,30.41,8.97,26.2,7.0,97.0,104.0
501,501,Brian Vera,26.0,15.0,0.0,163.81,male,light heavy,22.22,38.72,31.05,59.5,119.33,178.83,34.65,17.46,27.34,61.0,163.5,224.5
502,502,Yenifel Vicente,36.0,4.0,2.0,124.58,male,super bantam,19.15,26.35,23.44,36.0,73.0,109.0,34.29,1.99,17.53,3.0,48.0,51.0
503,503,Amilcar Vidal,9.0,0.0,0.0,159.0,male,middle,29.41,23.68,25.45,5.0,9.0,14.0,39.02,37.5,38.6,6.0,16.0,22.0
504,504,Carlos Vidal,15.0,0.0,0.0,128.98,male,feather,7.69,23.64,17.02,3.0,13.0,16.0,30.61,17.14,25.0,6.0,15.0,21.0
505,505,Ruben Villa,17.0,0.0,0.0,,male,feather,19.1,22.46,20.96,44.5,65.25,109.75,35.02,29.09,31.84,82.75,86.5,169.25
506,506,Steve Villalobos,11.0,1.0,1.0,,male,super welter,5.04,16.67,7.43,7.0,6.0,13.0,30.43,12.89,20.23,33.0,56.0,89.0
507,507,Shelly Vincent,26.0,2.0,0.0,124.55,female,feather,13.04,26.77,22.11,9.0,36.0,45.0,40.47,8.46,33.85,8.5,156.0,164.5
508,508,Steve Vukosa,12.0,1.0,0.0,,male,heavy,28.0,42.11,38.25,14.0,56.0,70.0,36.0,11.86,25.37,7.0,27.0,34.0
509,509,Mariusz Wach,35.0,5.0,0.0,242.24,male,heavy,10.81,25.91,17.51,20.8,39.8,60.6,41.55,18.58,26.09,51.2,55.6,106.8
